EmployeeID,Year,PerformanceRating,GoalsAchieved,ReviewerNotes
1239,2025,2,94%,Needs improvement in deadlines and upskilling.
1239,2026,4,95%,Consistent delivery with focus on key deliverables.
1240,2024,4,92%,Consistent delivery with focus on key deliverables.
1240,2025,3,72%,Consistent delivery with focus on key deliverables.
1240,2026,4,85%,Consistent delivery with focus on key deliverables.
1241,2024,4,92%,Consistent delivery with focus on key deliverables.
1241,2025,4,99%,Consistent delivery with focus on key deliverables.
1241,2026,4,79%,Consistent delivery with focus on key deliverables.
1242,2024,2,91%,Needs improvement in deadlines and upskilling.
1242,2025,4,84%,Consistent delivery with focus on key deliverables.
1242,2026,4,70%,Consistent delivery with focus on key deliverables.
1243,2024,2,91%,Needs improvement in deadlines and upskilling.
1243,2025,4,99%,Consistent delivery with focus on key deliverables.
1243,2026,3,93%,Consistent delivery with focus on key deliverables.
1244,2024,2,90%,Needs improvement in deadlines and upskilling.
1244,2025,2,92%,Needs improvement in deadlines and upskilling.
1244,2026,3,79%,Consistent delivery with focus on key deliverables.
1245,2024,3,92%,Consistent delivery with focus on key deliverables.
1245,2025,4,79%,Consistent delivery with focus on key deliverables.
1245,2026,3,93%,Consistent delivery with focus on key deliverables.
1246,2024,2,85%,Needs improvement in deadlines and upskilling.
1246,2025,2,99%,Needs improvement in deadlines and upskilling.
1246,2026,3,96%,Consistent delivery with focus on key deliverables.
1248,2024,4,73%,Consistent delivery with focus on key deliverables.
1248,2025,4,79%,Consistent delivery with focus on key deliverables.
1248,2026,4,94%,Consistent delivery with focus on key deliverables.
1249,2024,3,94%,Consistent delivery with focus on key deliverables.
1249,2025,3,72%,Consistent delivery with focus on key deliverables.
1249,2026,2,83%,Needs improvement in deadlines and upskilling.
1250,2024,2,88%,Needs improvement in deadlines and upskilling.
1250,2025,2,98%,Needs improvement in deadlines and upskilling.
1250,2026,3,84%,Consistent delivery with focus on key deliverables.
1251,2024,4,77%,Consistent delivery with focus on key deliverables.
1251,2025,2,75%,Needs improvement in deadlines and upskilling.
1251,2026,3,83%,Consistent delivery with focus on key deliverables.
1252,2024,3,99%,Consistent delivery with focus on key deliverables.
1252,2025,4,81%,Consistent delivery with focus on key deliverables.
1252,2026,4,87%,Consistent delivery with focus on key deliverables.
1254,2024,3,70%,Consistent delivery with focus on key deliverables.
1254,2025,4,86%,Consistent delivery with focus on key deliverables.
1254,2026,3,88%,Consistent delivery with focus on key deliverables.
1255,2024,4,97%,Consistent delivery with focus on key deliverables.
1255,2025,4,75%,Consistent delivery with focus on key deliverables.
1255,2026,4,77%,Consistent delivery with focus on key deliverables.
1256,2024,2,84%,Needs improvement in deadlines and upskilling.
1256,2025,4,70%,Consistent delivery with focus on key deliverables.
1256,2026,3,74%,Consistent delivery with focus on key deliverables.
1257,2024,4,90%,Consistent delivery with focus on key deliverables.
1257,2025,2,75%,Needs improvement in deadlines and upskilling.
1257,2026,2,79%,Needs improvement in deadlines and upskilling.
1258,2024,3,74%,Consistent delivery with focus on key deliverables.
1258,2025,4,96%,Consistent delivery with focus on key deliverables.
1258,2026,2,74%,Needs improvement in deadlines and upskilling.
1259,2024,2,76%,Needs improvement in deadlines and upskilling.
1259,2025,3,84%,Consistent delivery with focus on key deliverables.
1259,2026,3,98%,Consistent delivery with focus on key deliverables.
1260,2024,3,93%,Consistent delivery with focus on key deliverables.
1260,2025,3,92%,Consistent delivery with focus on key deliverables.
1260,2026,3,78%,Consistent delivery with focus on key deliverables.
1263,2024,4,77%,Consistent delivery with focus on key deliverables.
1263,2025,3,95%,Consistent delivery with focus on key deliverables.
1263,2026,3,89%,Consistent delivery with focus on key deliverables.
1264,2024,4,86%,Consistent delivery with focus on key deliverables.
1264,2025,3,71%,Consistent delivery with focus on key deliverables.
1264,2026,3,78%,Consistent delivery with focus on key deliverables.
1265,2024,3,70%,Consistent delivery with focus on key deliverables.
1265,2025,2,80%,Needs improvement in deadlines and upskilling.
1265,2026,2,95%,Needs improvement in deadlines and upskilling.
1267,2024,3,75%,Consistent delivery with focus on key deliverables.
1267,2025,2,70%,Needs improvement in deadlines and upskilling.
1267,2026,4,88%,Consistent delivery with focus on key deliverables.
1268,2024,4,95%,Consistent delivery with focus on key deliverables.
1268,2025,3,98%,Consistent delivery with focus on key deliverables.
1268,2026,3,78%,Consistent delivery with focus on key deliverables.
1269,2024,4,90%,Consistent delivery with focus on key deliverables.
1269,2025,3,71%,Consistent delivery with focus on key deliverables.
1269,2026,4,91%,Consistent delivery with focus on key deliverables.
1270,2024,5,96%,Consistent delivery with focus on key deliverables.
1270,2025,5,77%,Consistent delivery with focus on key deliverables.
1270,2026,5,83%,Consistent delivery with focus on key deliverables.
1273,2024,3,70%,Consistent delivery with focus on key deliverables.
1273,2025,3,71%,Consistent delivery with focus on key deliverables.
1273,2026,3,96%,Consistent delivery with focus on key deliverables.
1275,2024,5,97%,Consistent delivery with focus on key deliverables.
1275,2025,4,73%,Consistent delivery with focus on key deliverables.
1275,2026,4,98%,Consistent delivery with focus on key deliverables.
1277,2024,3,74%,Consistent delivery with focus on key deliverables.
1277,2025,2,96%,Needs improvement in deadlines and upskilling.
1277,2026,4,82%,Consistent delivery with focus on key deliverables.
1278,2024,3,78%,Consistent delivery with focus on key deliverables.
1278,2025,2,96%,Needs improvement in deadlines and upskilling.
1278,2026,4,87%,Consistent delivery with focus on key deliverables.
1279,2024,4,75%,Consistent delivery with focus on key deliverables.
1279,2025,4,92%,Consistent delivery with focus on key deliverables.
1279,2026,4,95%,Consistent delivery with focus on key deliverables.
1280,2024,4,88%,Consistent delivery with focus on key deliverables.
1280,2025,3,93%,Consistent delivery with focus on key deliverables.
1280,2026,3,84%,Consistent delivery with focus on key deliverables.
1281,2024,3,89%,Consistent delivery with focus on key deliverables.
1281,2025,2,75%,Needs improvement in deadlines and upskilling.
1281,2026,4,78%,Consistent delivery with focus on key deliverables.
1282,2024,4,87%,Consistent delivery with focus on key deliverables.
1282,2025,3,85%,Consistent delivery with focus on key deliverables.
1282,2026,4,88%,Consistent delivery with focus on key deliverables.
1283,2024,2,89%,Needs improvement in deadlines and upskilling.
1283,2025,3,92%,Consistent delivery with focus on key deliverables.
1283,2026,3,97%,Consistent delivery with focus on key deliverables.
1285,2024,3,98%,Consistent delivery with focus on key deliverables.
1285,2025,3,97%,Consistent delivery with focus on key deliverables.
1285,2026,3,72%,Consistent delivery with focus on key deliverables.
1286,2024,2,92%,Needs improvement in deadlines and upskilling.
1286,2025,2,85%,Needs improvement in deadlines and upskilling.
1286,2026,3,81%,Consistent delivery with focus on key deliverables.
1288,2024,3,96%,Consistent delivery with focus on key deliverables.
1288,2025,3,82%,Consistent delivery with focus on key deliverables.
1288,2026,4,70%,Consistent delivery with focus on key deliverables.
1289,2024,3,90%,Consistent delivery with focus on key deliverables.
1289,2025,4,86%,Consistent delivery with focus on key deliverables.
1289,2026,3,89%,Consistent delivery with focus on key deliverables.
1291,2024,2,86%,Needs improvement in deadlines and upskilling.
1291,2025,4,84%,Consistent delivery with focus on key deliverables.
1291,2026,4,88%,Consistent delivery with focus on key deliverables.
1292,2024,2,73%,Needs improvement in deadlines and upskilling.
1292,2025,3,77%,Consistent delivery with focus on key deliverables.
1292,2026,2,81%,Needs improvement in deadlines and upskilling.
1293,2024,2,78%,Needs improvement in deadlines and upskilling.
1293,2025,2,92%,Needs improvement in deadlines and upskilling.
1293,2026,3,99%,Consistent delivery with focus on key deliverables.
1294,2024,3,91%,Consistent delivery with focus on key deliverables.
1294,2025,4,98%,Consistent delivery with focus on key deliverables.
1294,2026,3,94%,Consistent delivery with focus on key deliverables.
1295,2024,3,72%,Consistent delivery with focus on key deliverables.
1295,2025,3,80%,Consistent delivery with focus on key deliverables.
1295,2026,2,87%,Needs improvement in deadlines and upskilling.
1296,2024,3,87%,Consistent delivery with focus on key deliverables.
1296,2025,3,98%,Consistent delivery with focus on key deliverables.
1296,2026,3,99%,Consistent delivery with focus on key deliverables.
1297,2024,3,74%,Consistent delivery with focus on key deliverables.
1297,2025,2,76%,Needs improvement in deadlines and upskilling.
1297,2026,3,81%,Consistent delivery with focus on key deliverables.
1298,2024,4,94%,Consistent delivery with focus on key deliverables.
1298,2025,3,97%,Consistent delivery with focus on key deliverables.
1298,2026,3,86%,Consistent delivery with focus on key deliverables.
1299,2024,3,80%,Consistent delivery with focus on key deliverables.
1299,2025,3,99%,Consistent delivery with focus on key deliverables.
1299,2026,4,94%,Consistent delivery with focus on key deliverables.
1301,2024,3,81%,Consistent delivery with focus on key deliverables.
1301,2025,3,98%,Consistent delivery with focus on key deliverables.
1301,2026,3,77%,Consistent delivery with focus on key deliverables.
1303,2024,4,72%,Consistent delivery with focus on key deliverables.
1303,2025,3,79%,Consistent delivery with focus on key deliverables.
1303,2026,4,97%,Consistent delivery with focus on key deliverables.
1304,2024,3,82%,Consistent delivery with focus on key deliverables.
1304,2025,3,88%,Consistent delivery with focus on key deliverables.
1304,2026,4,87%,Consistent delivery with focus on key deliverables.
1306,2024,4,74%,Consistent delivery with focus on key deliverables.
1306,2025,3,76%,Consistent delivery with focus on key deliverables.
1306,2026,3,94%,Consistent delivery with focus on key deliverables.
1307,2024,3,94%,Consistent delivery with focus on key deliverables.
1307,2025,2,88%,Needs improvement in deadlines and upskilling.
1307,2026,4,91%,Consistent delivery with focus on key deliverables.
1308,2024,3,93%,Consistent delivery with focus on key deliverables.
1308,2025,3,93%,Consistent delivery with focus on key deliverables.
1308,2026,3,75%,Consistent delivery with focus on key deliverables.
1309,2024,3,91%,Consistent delivery with focus on key deliverables.
1309,2025,3,99%,Consistent delivery with focus on key deliverables.
1309,2026,3,89%,Consistent delivery with focus on key deliverables.
1310,2024,3,91%,Consistent delivery with focus on key deliverables.
1310,2025,2,76%,Needs improvement in deadlines and upskilling.
1310,2026,3,89%,Consistent delivery with focus on key deliverables.
1311,2024,3,86%,Consistent delivery with focus on key deliverables.
1311,2025,3,84%,Consistent delivery with focus on key deliverables.
1311,2026,3,98%,Consistent delivery with focus on key deliverables.
1312,2024,3,96%,Consistent delivery with focus on key deliverables.
1312,2025,2,80%,Needs improvement in deadlines and upskilling.
1312,2026,2,97%,Needs improvement in deadlines and upskilling.
1314,2024,2,81%,Needs improvement in deadlines and upskilling.
1314,2025,2,95%,Needs improvement in deadlines and upskilling.
1314,2026,3,80%,Consistent delivery with focus on key deliverables.
1315,2024,2,95%,Needs improvement in deadlines and upskilling.
1315,2025,2,80%,Needs improvement in deadlines and upskilling.
1315,2026,2,73%,Needs improvement in deadlines and upskilling.
1317,2024,3,92%,Consistent delivery with focus on key deliverables.
1317,2025,2,73%,Needs improvement in deadlines and upskilling.
1317,2026,3,74%,Consistent delivery with focus on key deliverables.
1318,2024,2,96%,Needs improvement in deadlines and upskilling.
1318,2025,4,95%,Consistent delivery with focus on key deliverables.
1318,2026,2,75%,Needs improvement in deadlines and upskilling.
1319,2024,4,84%,Consistent delivery with focus on key deliverables.
1319,2025,3,88%,Consistent delivery with focus on key deliverables.
1319,2026,3,71%,Consistent delivery with focus on key deliverables.
1321,2024,3,81%,Consistent delivery with focus on key deliverables.
